C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_278.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_278.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_278.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_345.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_345.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_345.jpg,0,1,0,30.18995
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_443.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_443.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_443.jpg,0,1,0,30.18995
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_512.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_512.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_512.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_611.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_611.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_611.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_708.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_708.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_708.jpg,0,1,0,30.18994
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_803.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_803.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_803.jpg,0,1,0,30.18994
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_903.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_903.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_903.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_002.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_002.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_002.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_104.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_104.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_104.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_204.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_204.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_204.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_303.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_303.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_303.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_401.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_401.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_401.jpg,0,1,0,30.18995
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_470.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_470.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_470.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_541.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_541.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_541.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_610.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_610.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_610.jpg,0,1,0,30.18995
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_681.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_681.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_681.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_749.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_749.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_749.jpg,0,1,0,30.18995
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_846.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_846.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_846.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_913.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_913.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_913.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_49_988.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_49_988.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_49_988.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_060.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_060.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_060.jpg,0,1,0,30.18994
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_130.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_130.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_130.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_204.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_204.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_204.jpg,0,1,0,30.18994
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_279.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_279.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_279.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_350.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_350.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_350.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_425.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_425.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_425.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_500.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_500.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_500.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_574.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_574.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_574.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_647.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_647.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_647.jpg,0,1,0,30.18994
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_725.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_725.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_725.jpg,0,1,0,30.18993
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_805.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_805.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_805.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_884.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_884.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_884.jpg,0,0.8752751,0,30.14968
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_50_953.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_50_953.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_50_953.jpg,0,0.6682481,0,30.09544
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_025.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_025.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_025.jpg,0,0.4519271,0,30.04599
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_126.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_126.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_126.jpg,0,0.1491484,0,29.96136
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_203.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_203.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_203.jpg,0,0,0,29.76419
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_272.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_272.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_272.jpg,0,0,0,29.58486
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_343.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_343.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_343.jpg,0,0,0,29.34544
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_424.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_424.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_424.jpg,0,0,0,29.10804
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_492.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_492.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_492.jpg,0,0,0,28.93124
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_565.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_565.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_565.jpg,0,0,0,28.69717
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_635.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_635.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_635.jpg,0,0,0,28.46499
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_703.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_703.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_703.jpg,0,0,0,28.29207
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_771.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_771.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_771.jpg,0,0,0,28.1202
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_841.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_841.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_841.jpg,0,0,0,27.89266
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_915.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_915.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_915.jpg,0,0,0,27.66694
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_51_989.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_51_989.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_51_989.jpg,0,0,0,27.49885
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_059.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_059.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_059.jpg,0,0,0,27.28437
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_130.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_130.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_130.jpg,0,0.1083391,0,27.11672
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_202.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_202.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_202.jpg,0,0.3221143,0,27.07281
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_273.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_273.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_273.jpg,0,0.1051479,0,27.02848
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_341.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_341.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_341.jpg,0,0,0,26.95347
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_421.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_421.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_421.jpg,0,0,0,26.69939
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_512.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_512.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_512.jpg,0,0,0,26.5024
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_588.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_588.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_588.jpg,0,0,0,26.29127
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_699.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_699.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_699.jpg,0,0,0,25.97508
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_776.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_776.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_776.jpg,0,0,0,25.76628
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_854.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_854.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_854.jpg,0,0,0,25.55883
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_52_941.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_52_941.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_52_941.jpg,0,0,0,25.35236
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_53_022.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_53_022.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_53_022.jpg,-0.1,0,0,25.1447
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_53_094.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_53_094.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_53_094.jpg,-0.3,0,0,24.89546
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_53_172.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_53_172.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_53_172.jpg,-0.45,0,0,24.66189
